Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
000000book.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
000000book.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
00000500000.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0
checkout.00000502.com,0,0,1,4,0,0,0,0,0,1,0,1,1,0,1,0,0
izietg.00000502.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
qelkot.00000502.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
rfrpns.00000502.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
rgfcoz.00000502.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
wniepr.00000502.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
wzgjab.00000502.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
00000666.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
0000088.com,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
00000bjl.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
00000bjl.com:8080,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
00000e5.com,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0
00000hm.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,0
00000jsc.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
00000u.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0
00000v.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
00000vip.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4.00000vip.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5qv4d.00000vip.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
7f.00000vip.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
a3.00000vip.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
ecl.00000vip.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
jm8.00000vip.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0000129.com,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
0000155.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
0000155.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
000018522.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0000191.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
0000195.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
0000195.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
00001969.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
ww1.00001969.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
ww7.00001969.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
00001prod.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
00001ty.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
00001w.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
ww12.00001w.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
0000256.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
00003004.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
00003004.com:443,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0
0000365.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0000365v.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
