Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
accessibility.18f.gov,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
agile.18f.gov,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
api-all-the-x.18f.gov,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0
atf-eregs.18f.gov,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
automated-testing-playbook.18f.gov,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
before-you-ship.18f.gov,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
content-guide.18f.gov,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
derisking-guide.18f.gov,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0
digitalaccelerator.18f.gov,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
eng-hiring.18f.gov,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
engineering.18f.gov,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
federalist.18f.gov,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
guides.18f.gov,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
handbook.18f.gov,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
methods.18f.gov,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
modularcontracting.18f.gov,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
pages.18f.gov,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
plain-language-tutorial.18f.gov,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
product-guide.18f.gov,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
tock.18f.gov,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
ux-guide.18f.gov,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0
2020census.gov,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020census.gov,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
211dupage.gov,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
29palmsbomi-nsn.gov,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
400yaahc.gov:443,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
400yaahc.gov,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
511wi.gov:443,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
511wi.gov,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
511wi.gov,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
projects.511wi.gov,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9-11commission.gov,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0
9-11commission.gov,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0
